Subject,Start Date,Start Time,End Date,End Time,All Day Event,Description,Location,Private
F3,1/26/2026,10:00 AM,1/26/2026,10:45 AM,,,,
F4,1/26/2026,10:45 AM,1/26/2026,11:30 AM,,,,
F5,1/26/2026,11:30 AM,1/26/2026,12:15 PM,,,,
F6,1/26/2026,12:15 PM,1/26/2026,1:00 PM,,,,
ASM,1/26/2026,1:00 PM,1/26/2026,1:45 PM,,House Cup,,
F7,1/26/2026,1:45 PM,1/26/2026,2:30 PM,,,,
F8,1/26/2026,2:30 PM,1/26/2026,3:15 PM,,,,
A1,1/27/2026,8:10 AM,1/27/2026,8:55 AM,,,,
A2,1/27/2026,8:55 AM,1/27/2026,9:40 AM,,,,
Break,1/27/2026,9:40 AM,1/27/2026,10:00 AM,,,,
A3,1/27/2026,10:00 AM,1/27/2026,10:45 AM,,,,
A4,1/27/2026,10:45 AM,1/27/2026,11:30 AM,,,,
A5,1/27/2026,11:30 AM,1/27/2026,12:15 PM,,,,
A6,1/27/2026,12:15 PM,1/27/2026,1:00 PM,,,,
A7,1/27/2026,1:00 PM,1/27/2026,1:45 PM,,,,
A8,1/27/2026,1:45 PM,1/27/2026,2:30 PM,,,,
B1,1/28/2026,8:10 AM,1/28/2026,8:55 AM,,,,
B2,1/28/2026,8:55 AM,1/28/2026,9:40 AM,,,,
Morning Meeting,1/28/2026,9:40 AM,1/28/2026,10:00 AM,,,,
B3,1/28/2026,10:00 AM,1/28/2026,10:45 AM,,,,
B4,1/28/2026,10:45 AM,1/28/2026,11:30 AM,,,,
B5,1/28/2026,11:30 AM,1/28/2026,12:15 PM,,,,
B6,1/28/2026,12:15 PM,1/28/2026,1:00 PM,,,,
Break,1/28/2026,1:00 PM,1/28/2026,1:30 PM,,,,
B7,1/28/2026,1:30 PM,1/28/2026,2:15 PM,,,,
B8,1/28/2026,2:15 PM,1/28/2026,3:00 PM,,,,
C1,1/29/2026,8:10 AM,1/29/2026,8:55 AM,,,,
C2,1/29/2026,8:55 AM,1/29/2026,9:40 AM,,,,
Advisory,1/29/2026,9:40 AM,1/29/2026,10:00 AM,,,,
C3,1/29/2026,10:00 AM,1/29/2026,10:45 AM,,,,
C4,1/29/2026,10:45 AM,1/29/2026,11:30 AM,,,,
C5,1/29/2026,11:30 AM,1/29/2026,12:15 PM,,,,
C6,1/29/2026,12:15 PM,1/29/2026,1:00 PM,,,,
Break,1/29/2026,1:00 PM,1/29/2026,1:30 PM,,,,
C7,1/29/2026,1:30 PM,1/29/2026,2:15 PM,,,,
C8,1/29/2026,2:15 PM,1/29/2026,3:00 PM,,,,
D1,1/30/2026,8:40 AM,1/30/2026,9:25 AM,,,,
D2,1/30/2026,9:25 AM,1/30/2026,10:10 AM,,,,
Morning Meeting,1/30/2026,10:10 AM,1/30/2026,10:30 AM,,,,
D3,1/30/2026,10:30 AM,1/30/2026,11:15 AM,,,,
D4,1/30/2026,11:15 AM,1/30/2026,12:00 PM,,,,
D5,1/30/2026,12:00 PM,1/30/2026,12:45 PM,,,,
D6,1/30/2026,12:45 PM,1/30/2026,1:30 PM,,,,
D7,1/30/2026,1:30 PM,1/30/2026,2:15 PM,,,,
D8,1/30/2026,2:15 PM,1/30/2026,3:00 PM,,,,
E1,2/2/2026,8:10 AM,2/2/2026,8:55 AM,,,,
E2,2/2/2026,8:55 AM,2/2/2026,9:40 AM,,,,
Advisory,2/2/2026,9:40 AM,2/2/2026,10:00 AM,,,,
E3,2/2/2026,10:00 AM,2/2/2026,10:45 AM,,,,
E4,2/2/2026,10:45 AM,2/2/2026,11:30 AM,,,,
E5,2/2/2026,11:30 AM,2/2/2026,12:15 PM,,,,
E6,2/2/2026,12:15 PM,2/2/2026,1:00 PM,,,,
Break,2/2/2026,1:00 PM,2/2/2026,1:30 PM,,,,
E7,2/2/2026,1:30 PM,2/2/2026,2:15 PM,,,,
E8,2/2/2026,2:15 PM,2/2/2026,3:00 PM,,,,
F1,2/3/2026,8:10 AM,2/3/2026,8:55 AM,,,,
F2,2/3/2026,8:55 AM,2/3/2026,9:40 AM,,,,
Break,2/3/2026,9:40 AM,2/3/2026,10:00 AM,,,,
F3,2/3/2026,10:00 AM,2/3/2026,10:45 AM,,,,
F4,2/3/2026,10:45 AM,2/3/2026,11:30 AM,,,,
F5,2/3/2026,11:30 AM,2/3/2026,12:15 PM,,,,
F6,2/3/2026,12:15 PM,2/3/2026,1:00 PM,,,,
ASM,2/3/2026,1:00 PM,2/3/2026,1:45 PM,,MSU,,
F7,2/3/2026,1:45 PM,2/3/2026,2:30 PM,,,,
F8,2/3/2026,2:30 PM,2/3/2026,3:15 PM,,,,
G1,2/4/2026,8:40 AM,2/4/2026,9:25 AM,,,,
G2,2/4/2026,9:25 AM,2/4/2026,10:10 AM,,,,
Morning Meeting,2/4/2026,10:10 AM,2/4/2026,10:30 AM,,,,
G3,2/4/2026,10:30 AM,2/4/2026,11:15 AM,,,,
G4,2/4/2026,11:15 AM,2/4/2026,12:00 PM,,,,
G5,2/4/2026,12:00 PM,2/4/2026,12:45 PM,,,,
G6,2/4/2026,12:45 PM,2/4/2026,1:30 PM,,,,
A1,2/5/2026,8:10 AM,2/5/2026,8:55 AM,,,,
A2,2/5/2026,8:55 AM,2/5/2026,9:40 AM,,,,
Advisory,2/5/2026,9:40 AM,2/5/2026,10:00 AM,,,,
A3,2/5/2026,10:00 AM,2/5/2026,10:45 AM,,,,
A4,2/5/2026,10:45 AM,2/5/2026,11:30 AM,,,,
A5,2/5/2026,11:30 AM,2/5/2026,12:15 PM,,,,
A6,2/5/2026,12:15 PM,2/5/2026,1:00 PM,,,,
Break,2/5/2026,1:00 PM,2/5/2026,1:30 PM,,,,
A7,2/5/2026,1:30 PM,2/5/2026,2:15 PM,,,,
A8,2/5/2026,2:15 PM,2/5/2026,3:00 PM,,,,
B1,2/6/2026,8:10 AM,2/6/2026,8:55 AM,,,,
B2,2/6/2026,8:55 AM,2/6/2026,9:40 AM,,,,
Morning Meeting,2/6/2026,9:40 AM,2/6/2026,10:00 AM,,,,
B3,2/6/2026,10:00 AM,2/6/2026,10:45 AM,,,,
B4,2/6/2026,10:45 AM,2/6/2026,11:30 AM,,,,
B5,2/6/2026,11:30 AM,2/6/2026,12:15 PM,,,,
B6,2/6/2026,12:15 PM,2/6/2026,1:00 PM,,,,
Break,2/6/2026,1:00 PM,2/6/2026,1:30 PM,,,,
B7,2/6/2026,1:30 PM,2/6/2026,2:15 PM,,,,
B8,2/6/2026,2:15 PM,2/6/2026,3:00 PM,,,,
C1,2/9/2026,8:10 AM,2/9/2026,8:55 AM,,,,
C2,2/9/2026,8:55 AM,2/9/2026,9:40 AM,,,,
Advisory,2/9/2026,9:40 AM,2/9/2026,10:00 AM,,,,
C3,2/9/2026,10:00 AM,2/9/2026,10:45 AM,,,,
C4,2/9/2026,10:45 AM,2/9/2026,11:30 AM,,,,
C5,2/9/2026,11:30 AM,2/9/2026,12:15 PM,,,,
C6,2/9/2026,12:15 PM,2/9/2026,1:00 PM,,,,
Break,2/9/2026,1:00 PM,2/9/2026,1:30 PM,,,,
C7,2/9/2026,1:30 PM,2/9/2026,2:15 PM,,,,
C8,2/9/2026,2:15 PM,2/9/2026,3:00 PM,,,,
D1,2/10/2026,8:40 AM,2/10/2026,9:25 AM,,,,
D2,2/10/2026,9:25 AM,2/10/2026,10:10 AM,,,,
Break,2/10/2026,10:10 AM,2/10/2026,10:30 AM,,,,
D3,2/10/2026,10:30 AM,2/10/2026,11:15 AM,,,,
D4,2/10/2026,11:15 AM,2/10/2026,12:00 PM,,,,
D5,2/10/2026,12:00 PM,2/10/2026,12:45 PM,,,,
D6,2/10/2026,12:45 PM,2/10/2026,1:30 PM,,,,
D7,2/10/2026,1:30 PM,2/10/2026,2:15 PM,,,,
D8,2/10/2026,2:15 PM,2/10/2026,3:00 PM,,,,
E1,2/11/2026,8:10 AM,2/11/2026,8:55 AM,,,,
E2,2/11/2026,8:55 AM,2/11/2026,9:40 AM,,,,
Morning Meeting,2/11/2026,9:40 AM,2/11/2026,10:00 AM,,,,
E3,2/11/2026,10:00 AM,2/11/2026,10:45 AM,,,,
E4,2/11/2026,10:45 AM,2/11/2026,11:30 AM,,,,
E5,2/11/2026,11:30 AM,2/11/2026,12:15 PM,,,,
E6,2/11/2026,12:15 PM,2/11/2026,1:00 PM,,,,
break,2/11/2026,1:00 PM,2/11/2026,1:30 PM,,,,
E7,2/11/2026,1:30 PM,2/11/2026,2:15 PM,,,,
E8,2/11/2026,2:15 PM,2/11/2026,3:00 PM,,,,
F1,2/12/2026,8:10 AM,2/12/2026,8:55 AM,,,,
F2,2/12/2026,8:55 AM,2/12/2026,9:40 AM,,,,
Advisory,2/12/2026,9:40 AM,2/12/2026,10:00 AM,,,,
F3,2/12/2026,10:00 AM,2/12/2026,10:45 AM,,,,
F4,2/12/2026,10:45 AM,2/12/2026,11:30 AM,,,,
F5,2/12/2026,11:30 AM,2/12/2026,12:15 PM,,,,
F6,2/12/2026,12:15 PM,2/12/2026,1:00 PM,,,,
ASM,2/12/2026,1:00 PM,2/12/2026,1:45 PM,,BSU,,
F7,2/12/2026,1:45 PM,2/12/2026,2:30 PM,,,,
F8,2/12/2026,2:30 PM,2/12/2026,3:15 PM,,,,
G1,2/13/2026,8:40 AM,2/13/2026,9:25 AM,,,,
G2,2/13/2026,9:25 AM,2/13/2026,10:10 AM,,,,
Morning Meeting,2/13/2026,10:10 AM,2/13/2026,10:30 AM,,,,
G3,2/13/2026,10:30 AM,2/13/2026,11:15 AM,,,,
G4,2/13/2026,11:15 AM,2/13/2026,12:00 PM,,,,
G5,2/13/2026,12:00 PM,2/13/2026,12:45 PM,,,,
G6,2/13/2026,12:45 PM,2/13/2026,1:30 PM,,,,
A1,2/17/2026,8:10 AM,2/17/2026,8:55 AM,,,,
A2,2/17/2026,8:55 AM,2/17/2026,9:40 AM,,,,
Advisory,2/17/2026,9:40 AM,2/17/2026,10:00 AM,,,,
A3,2/17/2026,10:00 AM,2/17/2026,10:45 AM,,,,
A4,2/17/2026,10:45 AM,2/17/2026,11:30 AM,,,,
A5,2/17/2026,11:30 AM,2/17/2026,12:15 PM,,,,
A6,2/17/2026,12:15 PM,2/17/2026,1:00 PM,,,,
A7,2/17/2026,1:00 PM,2/17/2026,1:45 PM,,,,
A8,2/17/2026,1:45 PM,2/17/2026,2:30 PM,,,,
B1,2/18/2026,8:10 AM,2/18/2026,8:55 AM,,,,
B2,2/18/2026,8:55 AM,2/18/2026,9:40 AM,,,,
Morning Meeting,2/18/2026,9:40 AM,2/18/2026,10:00 AM,,,,
B3,2/18/2026,10:00 AM,2/18/2026,10:45 AM,,,,
B4,2/18/2026,10:45 AM,2/18/2026,11:30 AM,,,,
B5,2/18/2026,11:30 AM,2/18/2026,12:15 PM,,,,
B6,2/18/2026,12:15 PM,2/18/2026,1:00 PM,,,,
Break,2/18/2026,1:00 PM,2/18/2026,1:30 PM,,,,
B7,2/18/2026,1:30 PM,2/18/2026,2:15 PM,,,,
B8,2/18/2026,2:15 PM,2/18/2026,3:00 PM,,,,
C1,2/19/2026,8:10 AM,2/19/2026,8:55 AM,,,,
C2,2/19/2026,8:55 AM,2/19/2026,9:40 AM,,,,
Advisory,2/19/2026,9:40 AM,2/19/2026,10:00 AM,,,,
C3,2/19/2026,10:00 AM,2/19/2026,10:45 AM,,,,
C4,2/19/2026,10:45 AM,2/19/2026,11:30 AM,,,,
C5,2/19/2026,11:30 AM,2/19/2026,12:15 PM,,,,
C6,2/19/2026,12:15 PM,2/19/2026,1:00 PM,,,,
Break,2/19/2026,1:00 PM,2/19/2026,1:30 PM,,,,
C7,2/19/2026,1:30 PM,2/19/2026,2:15 PM,,,,
C8,2/19/2026,2:15 PM,2/19/2026,3:00 PM,,,,
D1,2/20/2026,8:40 AM,2/20/2026,9:25 AM,,,,
D2,2/20/2026,9:25 AM,2/20/2026,10:10 AM,,,,
Morning Meeting,2/20/2026,10:10 AM,2/20/2026,10:30 AM,,,,
D3,2/20/2026,10:30 AM,2/20/2026,11:15 AM,,,,
D4,2/20/2026,11:15 AM,2/20/2026,12:00 PM,,,,
D5,2/20/2026,12:00 PM,2/20/2026,12:45 PM,,,,
D6,2/20/2026,12:45 PM,2/20/2026,1:30 PM,,,,
D7,2/20/2026,1:30 PM,2/20/2026,2:15 PM,,,,
D8,2/20/2026,2:15 PM,2/20/2026,3:00 PM,,,,
E1,2/23/2026,8:10 AM,2/23/2026,8:55 AM,,,,
E2,2/23/2026,8:55 AM,2/23/2026,9:40 AM,,,,
Advisory,2/23/2026,9:40 AM,2/23/2026,10:00 AM,,,,
E3,2/23/2026,10:00 AM,2/23/2026,10:45 AM,,,,
E4,2/23/2026,10:45 AM,2/23/2026,11:30 AM,,,,
E5,2/23/2026,11:30 AM,2/23/2026,12:15 PM,,,,
E6,2/23/2026,12:15 PM,2/23/2026,1:00 PM,,,,
Break,2/23/2026,1:00 PM,2/23/2026,1:30 PM,,,,
E7,2/23/2026,1:30 PM,2/23/2026,2:15 PM,,,,
E8,2/23/2026,2:15 PM,2/23/2026,3:00 PM,,,,
F1,2/24/2026,8:10 AM,2/24/2026,8:55 AM,,,,
F2,2/24/2026,8:55 AM,2/24/2026,9:40 AM,,,,
Break,2/24/2026,9:40 AM,2/24/2026,10:00 AM,,,,
F3,2/24/2026,10:00 AM,2/24/2026,10:45 AM,,,,
F4,2/24/2026,10:45 AM,2/24/2026,11:30 AM,,,,
F5,2/24/2026,11:30 AM,2/24/2026,12:15 PM,,,,
F6,2/24/2026,12:15 PM,2/24/2026,1:00 PM,,,,
ASM,2/24/2026,1:00 PM,2/24/2026,1:45 PM,,February Frog Hunt Finale,,
F7,2/24/2026,1:45 PM,2/24/2026,2:30 PM,,,,
F8,2/24/2026,2:30 PM,2/24/2026,3:15 PM,,,,
G1,2/25/2026,8:40 AM,2/25/2026,9:25 AM,,,,
G2,2/25/2026,9:25 AM,2/25/2026,10:10 AM,,,,
Morning Meeting,2/25/2026,10:10 AM,2/25/2026,10:30 AM,,,,
G3,2/25/2026,10:30 AM,2/25/2026,11:15 AM,,,,
G4,2/25/2026,11:15 AM,2/25/2026,12:00 PM,,,,
G5,2/25/2026,12:00 PM,2/25/2026,12:45 PM,,,,
G6,2/25/2026,12:45 PM,2/25/2026,1:30 PM,,,,
A1,2/26/2026,8:10 AM,2/26/2026,8:55 AM,,,,
A2,2/26/2026,8:55 AM,2/26/2026,9:40 AM,,,,
Advisory,2/26/2026,9:40 AM,2/26/2026,10:00 AM,,,,
A3,2/26/2026,10:00 AM,2/26/2026,10:45 AM,,,,
A4,2/26/2026,10:45 AM,2/26/2026,11:30 AM,,,,
A5,2/26/2026,11:30 AM,2/26/2026,12:15 PM,,,,
A6,2/26/2026,12:15 PM,2/26/2026,1:00 PM,,,,
Break,2/26/2026,1:00 PM,2/26/2026,1:30 PM,,,,
A7,2/26/2026,1:30 PM,2/26/2026,2:15 PM,,,,
A8,2/26/2026,2:15 PM,2/26/2026,3:00 PM,,,,
B1,2/27/2026,8:10 AM,2/27/2026,8:55 AM,,,,
B2,2/27/2026,8:55 AM,2/27/2026,9:40 AM,,,,
Morning Meeting,2/27/2026,9:40 AM,2/27/2026,10:00 AM,,,,
B3,2/27/2026,10:00 AM,2/27/2026,10:45 AM,,,,
B4,2/27/2026,10:45 AM,2/27/2026,11:30 AM,,,,
B5,2/27/2026,11:30 AM,2/27/2026,12:15 PM,,,,
B6,2/27/2026,12:15 PM,2/27/2026,1:00 PM,,,,
Break,2/27/2026,1:00 PM,2/27/2026,1:30 PM,,,,
B7,2/27/2026,1:30 PM,2/27/2026,2:15 PM,,,,
B8,2/27/2026,2:15 PM,2/27/2026,3:00 PM,,,,
C1,3/2/2026,8:10 AM,3/2/2026,8:55 AM,,,,
C2,3/2/2026,8:55 AM,3/2/2026,9:40 AM,,,,
Advisory,3/2/2026,9:40 AM,3/2/2026,10:00 AM,,,,
C3,3/2/2026,10:00 AM,3/2/2026,10:45 AM,,,,
C4,3/2/2026,10:45 AM,3/2/2026,11:30 AM,,,,
C5,3/2/2026,11:30 AM,3/2/2026,12:15 PM,,,,
C6,3/2/2026,12:15 PM,3/2/2026,1:00 PM,,,,
Break,3/2/2026,1:00 PM,3/2/2026,1:30 PM,,,,
C7,3/2/2026,1:30 PM,3/2/2026,2:15 PM,,,,
C8,3/2/2026,2:15 PM,3/2/2026,3:00 PM,,,,
D1,3/3/2026,8:40 AM,3/3/2026,9:25 AM,,,,
D2,3/3/2026,9:25 AM,3/3/2026,10:10 AM,,,,
Break,3/3/2026,10:10 AM,3/3/2026,10:30 AM,,,,
D3,3/3/2026,10:30 AM,3/3/2026,11:15 AM,,,,
D4,3/3/2026,11:15 AM,3/3/2026,12:00 PM,,,,
D5,3/3/2026,12:00 PM,3/3/2026,12:45 PM,,,,
D6,3/3/2026,12:45 PM,3/3/2026,1:30 PM,,,,
D7,3/3/2026,1:30 PM,3/3/2026,2:15 PM,,,,
D8,3/3/2026,2:15 PM,3/3/2026,3:00 PM,,,,
E1,3/4/2026,8:10 AM,3/4/2026,8:55 AM,,,,
E2,3/4/2026,8:55 AM,3/4/2026,9:40 AM,,,,
Morning Meeting,3/4/2026,9:40 AM,3/4/2026,10:00 AM,,,,
E3,3/4/2026,10:00 AM,3/4/2026,10:45 AM,,,,
E4,3/4/2026,10:45 AM,3/4/2026,11:30 AM,,,,
E5,3/4/2026,11:30 AM,3/4/2026,12:15 PM,,,,
E6,3/4/2026,12:15 PM,3/4/2026,1:00 PM,,,,
Break,3/4/2026,1:00 PM,3/4/2026,1:30 PM,,,,
E7,3/4/2026,1:30 PM,3/4/2026,2:15 PM,,,,
E8,3/4/2026,2:15 PM,3/4/2026,3:00 PM,,,,
F1,3/5/2026,8:10 AM,3/5/2026,8:55 AM,,,,
F2,3/5/2026,8:55 AM,3/5/2026,9:40 AM,,,,
Advisory,3/5/2026,9:40 AM,3/5/2026,10:00 AM,,,,
F3,3/5/2026,10:00 AM,3/5/2026,10:45 AM,,,,
F4,3/5/2026,10:45 AM,3/5/2026,11:30 AM,,,,
F5,3/5/2026,11:30 AM,3/5/2026,12:15 PM,,,,
F6,3/5/2026,12:15 PM,3/5/2026,1:00 PM,,,,
ASM,3/5/2026,1:00 PM,3/5/2026,1:45 PM,,Winter Athletics Awards,,
F7,3/5/2026,1:45 PM,3/5/2026,2:30 PM,,,,
F8,3/5/2026,2:30 PM,3/5/2026,3:15 PM,,,,
G1,3/6/2026,8:40 AM,3/6/2026,9:25 AM,,,,
G2,3/6/2026,9:25 AM,3/6/2026,10:10 AM,,,,
Morning Meeting,3/6/2026,10:10 AM,3/6/2026,10:30 AM,,,,
G3,3/6/2026,10:30 AM,3/6/2026,11:15 AM,,,,
G4,3/6/2026,11:15 AM,3/6/2026,12:00 PM,,,,
G5,3/6/2026,12:00 PM,3/6/2026,12:45 PM,,,,
G6,3/6/2026,12:45 PM,3/6/2026,1:30 PM,,,,
A1,3/9/2026,8:10 AM,3/9/2026,8:55 AM,,,,
A2,3/9/2026,8:55 AM,3/9/2026,9:40 AM,,,,
Advisory,3/9/2026,9:40 AM,3/9/2026,10:00 AM,,,,
A3,3/9/2026,10:00 AM,3/9/2026,10:45 AM,,,,
A4,3/9/2026,10:45 AM,3/9/2026,11:30 AM,,,,
A5,3/9/2026,11:30 AM,3/9/2026,12:15 PM,,,,
A6,3/9/2026,12:15 PM,3/9/2026,1:00 PM,,,,
Break,3/9/2026,1:00 PM,3/9/2026,1:30 PM,,,,
A7,3/9/2026,1:30 PM,3/9/2026,2:15 PM,,,,
A8,3/9/2026,2:15 PM,3/9/2026,3:00 PM,,,,
B1,3/10/2026,8:10 AM,3/10/2026,8:55 AM,,,,
B2,3/10/2026,8:55 AM,3/10/2026,9:40 AM,,,,
Break,3/10/2026,9:40 AM,3/10/2026,10:00 AM,,,,
B3,3/10/2026,10:00 AM,3/10/2026,10:45 AM,,,,
B4,3/10/2026,10:45 AM,3/10/2026,11:30 AM,,,,
B5,3/10/2026,11:30 AM,3/10/2026,12:15 PM,,,,
B6,3/10/2026,12:15 PM,3/10/2026,1:00 PM,,,,
B7,3/10/2026,1:00 PM,3/10/2026,1:45 PM,,,,
B8,3/10/2026,1:45 PM,3/10/2026,2:30 PM,,,,
C1,3/12/2026,8:10 AM,3/12/2026,8:55 AM,,,,
C2,3/12/2026,8:55 AM,3/12/2026,9:40 AM,,,,
Break,3/12/2026,9:40 AM,3/12/2026,10:00 AM,,,,
C3,3/12/2026,10:00 AM,3/12/2026,10:45 AM,,,,
C4,3/12/2026,10:45 AM,3/12/2026,11:30 AM,,,,
C5,3/12/2026,11:30 AM,3/12/2026,12:15 PM,,,,
C6,3/12/2026,12:15 PM,3/12/2026,1:00 PM,,,,
Break,3/12/2026,1:00 PM,3/12/2026,1:30 PM,,,,
C7,3/12/2026,1:30 PM,3/12/2026,2:15 PM,,,,
C8,3/12/2026,2:15 PM,3/12/2026,3:00 PM,,,,
G1,3/13/2026,8:40 AM,3/13/2026,9:25 AM,,,,
G2,3/13/2026,9:25 AM,3/13/2026,10:10 AM,,,,
Morning Meeting,3/13/2026,10:10 AM,3/13/2026,10:30 AM,,,,
G3,3/13/2026,10:30 AM,3/13/2026,11:15 AM,,,,
G4,3/13/2026,11:15 AM,3/13/2026,12:00 PM,,,,
G5,3/13/2026,12:00 PM,3/13/2026,12:45 PM,,,,
G6,3/13/2026,12:45 PM,3/13/2026,1:30 PM,,,,
A1,3/30/2026,8:10 AM,3/30/2026,8:55 AM,,,,
A2,3/30/2026,8:55 AM,3/30/2026,9:40 AM,,,,
Advisory,3/30/2026,9:40 AM,3/30/2026,10:00 AM,,,,
A3,3/30/2026,10:00 AM,3/30/2026,10:45 AM,,,,
A4,3/30/2026,10:45 AM,3/30/2026,11:30 AM,,,,
A5,3/30/2026,11:30 AM,3/30/2026,12:15 PM,,,,
A6,3/30/2026,12:15 PM,3/30/2026,1:00 PM,,,,
Break,3/30/2026,1:00 PM,3/30/2026,1:30 PM,,,,
A7,3/30/2026,1:30 PM,3/30/2026,2:15 PM,,,,
A8,3/30/2026,2:15 PM,3/30/2026,3:00 PM,,,,
D1,3/31/2026,8:40 AM,3/31/2026,9:25 AM,,,,
D2,3/31/2026,9:25 AM,3/31/2026,10:10 AM,,,,
Break,3/31/2026,10:10 AM,3/31/2026,10:30 AM,,,,
D3,3/31/2026,10:30 AM,3/31/2026,11:15 AM,,,,
D4,3/31/2026,11:15 AM,3/31/2026,12:00 PM,,,,
D5,3/31/2026,12:00 PM,3/31/2026,12:45 PM,,,,
D6,3/31/2026,12:45 PM,3/31/2026,1:30 PM,,,,
D7,3/31/2026,1:30 PM,3/31/2026,2:15 PM,,,,
D8,3/31/2026,2:15 PM,3/31/2026,3:00 PM,,,,
E1,4/1/2026,8:10 AM,4/1/2026,8:55 AM,,,,
E2,4/1/2026,8:55 AM,4/1/2026,9:40 AM,,,,
Morning Meeting,4/1/2026,9:40 AM,4/1/2026,10:00 AM,,,,
E3,4/1/2026,10:00 AM,4/1/2026,10:45 AM,,,,
E4,4/1/2026,10:45 AM,4/1/2026,11:30 AM,,,,
E5,4/1/2026,11:30 AM,4/1/2026,12:15 PM,,,,
E6,4/1/2026,12:15 PM,4/1/2026,1:00 PM,,,,
Break,4/1/2026,1:00 PM,4/1/2026,1:30 PM,,,,
E7,4/1/2026,1:30 PM,4/1/2026,2:15 PM,,,,
E8,4/1/2026,2:15 PM,4/1/2026,3:00 PM,,,,
F1,4/2/2026,8:10 AM,4/2/2026,8:55 AM,,,,
F2,4/2/2026,8:55 AM,4/2/2026,9:40 AM,,,,
Advisory,4/2/2026,9:40 AM,4/2/2026,10:00 AM,,,,
F3,4/2/2026,10:00 AM,4/2/2026,10:45 AM,,,,
F4,4/2/2026,10:45 AM,4/2/2026,11:30 AM,,,,
F5,4/2/2026,11:30 AM,4/2/2026,12:15 PM,,,,
F6,4/2/2026,12:15 PM,4/2/2026,1:00 PM,,,,
ASM,4/2/2026,1:00 PM,4/2/2026,1:45 PM,,Girl Up,,
F7,4/2/2026,1:45 PM,4/2/2026,2:30 PM,,,,
F8,4/2/2026,2:30 PM,4/2/2026,3:15 PM,,,,
B1,4/3/2026,8:10 AM,4/3/2026,8:55 AM,,,,
B2,4/3/2026,8:55 AM,4/3/2026,9:40 AM,,,,
Morning Meeting,4/3/2026,9:40 AM,4/3/2026,10:00 AM,,,,
B3,4/3/2026,10:00 AM,4/3/2026,10:45 AM,,,,
B4,4/3/2026,10:45 AM,4/3/2026,11:30 AM,,,,
B5,4/3/2026,11:30 AM,4/3/2026,12:15 PM,,,,
B6,4/3/2026,12:15 PM,4/3/2026,1:00 PM,,,,
Break,4/3/2026,1:00 PM,4/3/2026,1:30 PM,,,,
B7,4/3/2026,1:30 PM,4/3/2026,2:15 PM,,,,
B8,4/3/2026,2:15 PM,4/3/2026,3:00 PM,,,,
C1,4/6/2026,8:10 AM,4/6/2026,8:55 AM,,,,
C2,4/6/2026,8:55 AM,4/6/2026,9:40 AM,,,,
Advisory,4/6/2026,9:40 AM,4/6/2026,10:00 AM,,,,
C3,4/6/2026,10:00 AM,4/6/2026,10:45 AM,,,,
C4,4/6/2026,10:45 AM,4/6/2026,11:30 AM,,,,
C5,4/6/2026,11:30 AM,4/6/2026,12:15 PM,,,,
C6,4/6/2026,12:15 PM,4/6/2026,1:00 PM,,,,
Break,4/6/2026,1:00 PM,4/6/2026,1:30 PM,,,,
C7,4/6/2026,1:30 PM,4/6/2026,2:15 PM,,,,
C8,4/6/2026,2:15 PM,4/6/2026,3:00 PM,,,,
D1,4/7/2026,8:40 AM,4/7/2026,9:25 AM,,,,
D2,4/7/2026,9:25 AM,4/7/2026,10:10 AM,,,,
Break,4/7/2026,10:10 AM,4/7/2026,10:30 AM,,,,
D3,4/7/2026,10:30 AM,4/7/2026,11:15 AM,,,,
D4,4/7/2026,11:15 AM,4/7/2026,12:00 PM,,,,
D5,4/7/2026,12:00 PM,4/7/2026,12:45 PM,,,,
D6,4/7/2026,12:45 PM,4/7/2026,1:30 PM,,,,
D7,4/7/2026,1:30 PM,4/7/2026,2:15 PM,,,,
D8,4/7/2026,2:15 PM,4/7/2026,3:00 PM,,,,
E1,4/8/2026,8:10 AM,4/8/2026,8:55 AM,,,,
E2,4/8/2026,8:55 AM,4/8/2026,9:40 AM,,,,
Morning Meeting,4/8/2026,9:40 AM,4/8/2026,10:00 AM,,,,
E3,4/8/2026,10:00 AM,4/8/2026,10:45 AM,,,,
E4,4/8/2026,10:45 AM,4/8/2026,11:30 AM,,,,
E5,4/8/2026,11:30 AM,4/8/2026,12:15 PM,,,,
E6,4/8/2026,12:15 PM,4/8/2026,1:00 PM,,,,
Break,4/8/2026,1:00 PM,4/8/2026,1:30 PM,,,,
E7,4/6/2026,1:30 PM,4/6/2026,2:15 PM,,,,
E8,4/6/2026,2:15 PM,4/6/2026,3:00 PM,,,,
F1,4/9/2026,8:10 AM,4/9/2026,8:55 AM,,,,
F2,4/9/2026,8:55 AM,4/9/2026,9:40 AM,,,,
Advisory,4/9/2026,9:40 AM,4/9/2026,10:00 AM,,,,
F3,4/9/2026,10:00 AM,4/9/2026,10:45 AM,,,,
F4,4/9/2026,10:45 AM,4/9/2026,11:30 AM,,,,
F5,4/9/2026,11:30 AM,4/9/2026,12:15 PM,,,,
F6,4/9/2026,12:15 PM,4/9/2026,1:00 PM,,,,
ASM,4/9/2026,1:00 PM,4/9/2026,1:45 PM,,All School President and Leadership,,
F7,4/9/2026,1:45 PM,4/9/2026,2:30 PM,,,,
F8,4/9/2026,2:30 PM,4/9/2026,3:15 PM,,,,
G1,4/10/2026,8:40 AM,4/10/2026,9:25 AM,,,,
